subject_id,game,trial_number,v_offer,time_ms_sim_mean,accept_sim_mean
108,4.0,27,-1.0,10437.441,0.458
108,4.0,28,-3.0,9382.84,0.342
108,4.0,29,2.0,7434.27,0.641
108,4.0,30,1.0,9199.39,0.613
108,4.0,31,-1.0,8279.836,0.506
108,4.0,32,-4.0,12944.209,0.043
108,5.0,33,2.0,7635.384,0.544
108,5.0,34,-1.0,7113.959,0.472
108,5.0,35,2.0,6870.481,0.59
108,5.0,36,-1.0,7693.095,0.492
108,5.0,37,-1.0,8965.86,0.407
108,5.0,38,-1.0,7571.735,0.489
108,5.0,39,2.0,8103.893,0.637
108,5.0,40,2.0,7356.454,0.559
108,6.0,41,-1.0,8615.271,0.439
108,6.0,42,8.0,5515.374,0.802
108,6.0,43,-3.0,8462.646,0.339
108,6.0,44,4.0,6381.8,0.678
108,6.0,45,1.0,8778.76,0.489
108,6.0,46,4.0,6435.19,0.699
108,6.0,47,6.0,5549.122,0.718
108,6.0,48,1.0,8958.37,0.522
108,7.0,49,-4.0,11435.677,0.147
108,7.0,50,4.0,10902.463,0.838
108,7.0,51,-4.0,12388.129,0.159
108,7.0,52,-2.0,17822.628,0.009
108,7.0,53,1.0,23540.926,0.841
108,7.0,54,2.0,7812.386,0.59
108,7.0,55,4.0,11378.092,0.843
108,7.0,56,-1.0,7830.221,0.429
109,1.0,1,-11.0,6455.611,0.0
109,1.0,2,3.0,8793.369,0.727
109,1.0,3,-7.0,6291.404,0.154
109,1.0,4,-1.0,12202.332,0.393
109,1.0,5,1.0,10941.972,0.597
109,1.0,6,-9.0,6637.205,0.042
109,1.0,7,-9.0,6872.466,0.061
109,1.0,8,1.0,10868.169,0.61
109,2.0,9,-6.0,7822.966,0.0
109,2.0,10,3.0,12869.47,0.804
109,2.0,12,-6.0,6642.817,0.229
109,2.0,13,6.0,5504.425,0.676
109,2.0,14,-13.0,5532.97,0.0
109,2.0,16,13.0,5637.215,0.989
109,3.0,17,7.0,8065.371,0.897
109,3.0,19,-15.0,5225.455,0.0
109,3.0,20,7.0,7637.456,0.906
109,3.0,21,7.0,7822.272,0.897
109,3.0,22,-15.0,5043.865,0.0
109,3.0,23,-8.0,7370.067,0.002
109,3.0,24,0.0,7751.169,0.409
109,4.0,25,-2.0,11166.788,0.326
109,4.0,26,6.0,6079.763,0.746
109,4.0,27,7.0,5589.707,0.746
109,4.0,30,1.0,8450.474,0.634
109,4.0,31,5.0,6284.283,0.729
109,4.0,32,4.0,7758.788,0.683
109,5.0,40,10.0,5614.099,1.0
109,6.0,41,3.0,12444.537,0.943
109,6.0,42,-1.0,23392.138,0.197
109,6.0,43,-1.0,23954.73,0.185
109,7.0,49,-2.0,17208.401,0.011
109,7.0,50,8.0,7817.722,0.974
109,7.0,51,-5.0,8532.524,0.0
109,7.0,53,11.0,5990.625,1.0
109,7.0,54,0.0,38299.68162549981,0.523
109,7.0,55,6.0,9064.027,0.878
109,7.0,56,-2.0,17501.842,0.009
110,1.0,1,-3.0,11209.77,0.138
110,1.0,2,-3.0,6826.162,0.351
110,1.0,3,3.0,8055.675,0.576
110,1.0,4,2.0,12801.23,0.802
110,1.0,5,2.0,6613.678,0.6
110,1.0,6,3.0,8337.338,0.598
110,1.0,8,-4.0,9013.966,0.334
110,2.0,11,-3.0,6908.323,0.368
110,2.0,12,-3.0,6961.238,0.34
110,2.0,13,-4.0,6758.352,0.331
110,2.0,14,1.0,7647.983,0.595
110,2.0,15,-4.0,8935.968,0.29
110,2.0,16,-8.0,6393.431,0.105
110,3.0,17,-19.0,5200.978,0.0
110,3.0,18,-14.0,5658.599,0.076
110,3.0,19,-18.0,5110.602,0.0
