subject,game,trial_number,decision_label,category,prop,chance,valence_label,delta_from_chance
114,5,40,leave,rel_neg,0.1573793425040802,0.16666666666666666,negative,-0.009287324162586458
114,6,41,take,rel_neg,0.7006841505131128,0.3333333333333333,negative,0.3673508171797795
114,6,42,take,rel_neg,0.5098329456544723,0.3333333333333333,negative,0.17649961232113903
114,6,43,take,rel_neg,0.09860012172854535,0.3333333333333333,negative,-0.23473321160478797
114,6,44,take,rel_neg,0.5339847068819031,0.3333333333333333,negative,0.20065137354856982
114,6,45,take,rel_neg,1.0,0.3333333333333333,negative,0.6666666666666667
114,6,46,take,rel_neg,0.31225099601593626,0.3333333333333333,negative,-0.02108233731739706
114,6,47,take,rel_neg,0.5534171249018067,0.3333333333333333,negative,0.2200837915684734
114,6,48,take,rel_neg,0.6065804274465691,0.3333333333333333,negative,0.27324709411323583
114,7,49,take,rel_neg,0.45684779936070813,0.16666666666666666,negative,0.29018113269404144
114,7,50,leave,rel_neg,0.17300012881617932,0.16666666666666666,negative,0.006333462149512664
114,7,51,take,rel_neg,0.2556338028169014,0.16666666666666666,negative,0.08896713615023474
114,7,52,take,rel_neg,0.028436789080272994,0.16666666666666666,negative,-0.13822987758639366
114,7,53,leave,rel_neg,0.14488409272581934,0.16666666666666666,negative,-0.021782573940847316
114,7,54,take,rel_neg,0.4801964998464845,0.16666666666666666,negative,0.31352983317981786
114,7,55,leave,rel_neg,0.4914012738853503,0.16666666666666666,negative,0.32473460721868364
114,7,56,leave,rel_neg,0.2859659424544921,0.16666666666666666,negative,0.11929927578782543
115,1,1,take,rel_neg,0.16350783731175084,0.16666666666666666,negative,-0.003158829354915821
115,1,2,take,rel_neg,0.07292095277282494,0.16666666666666666,negative,-0.09374571389384172
115,1,3,take,rel_neg,0.762044237955762,0.3333333333333333,negative,0.4287109046224287
115,1,4,leave,rel_neg,0.44488428745432396,0.3333333333333333,negative,0.11155095412099064
115,1,5,take,rel_neg,0.43616022531685184,0.3333333333333333,negative,0.10282689198351852
115,1,6,take,rel_neg,0.5983032873806999,0.16666666666666666,negative,0.4316366207140333
115,1,7,leave,rel_neg,0.0,0.3333333333333333,negative,-0.3333333333333333
115,1,8,take,rel_neg,0.0,0.16666666666666666,negative,-0.16666666666666666
115,2,9,leave,rel_neg,0.12032212221695879,0.16666666666666666,negative,-0.04634454444970787
115,2,10,leave,rel_neg,0.08103312302839116,0.16666666666666666,negative,-0.0856335436382755
115,2,11,take,rel_neg,0.2777584406543683,0.16666666666666666,negative,0.11109177398770162
115,2,12,take,rel_neg,0.0,0.0,negative,0.0
115,2,13,leave,rel_neg,0.5247225025227044,0.3333333333333333,negative,0.19138916918937104
115,2,14,take,rel_neg,0.0,0.16666666666666666,negative,-0.16666666666666666
115,2,15,take,rel_neg,0.0,0.16666666666666666,negative,-0.16666666666666666
115,2,16,take,rel_neg,0.0,0.16666666666666666,negative,-0.16666666666666666
115,3,17,take,rel_neg,0.4658830011938654,0.3333333333333333,negative,0.13254966786053207
115,3,18,take,rel_neg,0.2714630225080386,0.16666666666666666,negative,0.10479635584137195
115,3,19,take,rel_neg,0.3249894825410181,0.16666666666666666,negative,0.15832281587435146
115,3,20,leave,rel_neg,0.0,0.3333333333333333,negative,-0.3333333333333333
115,3,21,leave,rel_neg,0.20897116411534353,0.3333333333333333,negative,-0.12436216921798979
115,3,22,leave,rel_neg,0.6793193717277487,0.3333333333333333,negative,0.3459860383944154
115,3,23,take,rel_neg,0.18198037466547726,0.16666666666666666,negative,0.0153137079988106
115,4,25,take,rel_neg,0.3731466227347611,0.16666666666666666,negative,0.20647995606809447
115,4,26,leave,rel_neg,0.0,0.16666666666666666,negative,-0.16666666666666666
115,4,27,take,rel_neg,0.05303030303030303,0.16666666666666666,negative,-0.11363636363636362
115,4,28,leave,rel_neg,0.054129667923610264,0.16666666666666666,negative,-0.1125369987430564
115,4,29,take,rel_neg,0.2505384063173008,0.3333333333333333,negative,-0.08279492701603253
115,4,30,take,rel_neg,0.0,0.0,negative,0.0
115,4,31,take,rel_neg,0.0,0.16666666666666666,negative,-0.16666666666666666
115,4,32,leave,rel_neg,0.12004875076173065,0.16666666666666666,negative,-0.04661791590493601
115,5,33,take,rel_neg,0.0,0.16666666666666666,negative,-0.16666666666666666
115,5,34,leave,rel_neg,0.4076086956521739,0.3333333333333333,negative,0.07427536231884058
115,5,35,leave,rel_neg,0.26473292652344727,0.3333333333333333,negative,-0.06860040680988605
115,5,36,take,rel_neg,0.0,0.16666666666666666,negative,-0.16666666666666666
115,5,37,take,rel_neg,0.5021943573667712,0.3333333333333333,negative,0.1688610240334379
115,5,38,leave,rel_neg,1.0,0.3333333333333333,negative,0.6666666666666667
115,5,39,leave,rel_neg,0.0,0.16666666666666666,negative,-0.16666666666666666
115,5,40,leave,rel_neg,0.0,0.16666666666666666,negative,-0.16666666666666666
115,6,41,take,rel_neg,0.0,0.16666666666666666,negative,-0.16666666666666666
115,6,42,leave,rel_neg,0.0,0.16666666666666666,negative,-0.16666666666666666
115,6,46,take,rel_neg,0.0,0.3333333333333333,negative,-0.3333333333333333
